age_bin,gender_bin,race_bin,educ_bin,count,fips
18-29,Male,Other,Postgraduate,5430,06
18-29,Male,Other,Some college,66588,06
18-29,Male,White,College degree,240304,06
18-29,Male,White,H.S. or less,345277,06
18-29,Male,White,Postgraduate,45527,06
18-29,Male,White,Some college,422668,06
30-44,Female,Asian,College degree,274241,06
30-44,Female,Asian,H.S. or less,105757,06
30-44,Female,Asian,Postgraduate,200579,06
30-44,Female,Asian,Some college,134519,06
30-44,Female,Black,College degree,45524,06
30-44,Female,Black,H.S. or less,60514,06
30-44,Female,Black,Postgraduate,29555,06
30-44,Female,Black,Some college,81394,06
30-44,Female,Hispanic,College degree,204343,06
30-44,Female,Hispanic,H.S. or less,857189,06
30-44,Female,Hispanic,Postgraduate,95158,06
30-44,Female,Hispanic,Some college,462733,06
30-44,Female,Other,College degree,45878,06
30-44,Female,Other,H.S. or less,29963,06
30-44,Female,Other,Postgraduate,30372,06
30-44,Female,Other,Some college,48642,06
30-44,Female,White,College degree,431499,06
30-44,Female,White,H.S. or less,202361,06
30-44,Female,White,Postgraduate,291282,06
30-44,Female,White,Some college,380598,06
30-44,Male,Asian,College degree,228351,06
30-44,Male,Asian,H.S. or less,101014,06
30-44,Male,Asian,Postgraduate,181590,06
30-44,Male,Asian,Some college,127768,06
30-44,Male,Black,College degree,42115,06
30-44,Male,Black,H.S. or less,78510,06
30-44,Male,Black,Postgraduate,19400,06
30-44,Male,Black,Some college,82833,06
30-44,Male,Hispanic,College degree,173638,06
30-44,Male,Hispanic,H.S. or less,1042264,06
30-44,Male,Hispanic,Postgraduate,63530,06
30-44,Male,Hispanic,Some college,436029,06
30-44,Male,Other,College degree,44002,06
30-44,Male,Other,H.S. or less,38746,06
30-44,Male,Other,Postgraduate,23904,06
30-44,Male,Other,Some college,50190,06
30-44,Male,White,College degree,439768,06
30-44,Male,White,H.S. or less,299938,06
30-44,Male,White,Postgraduate,253819,06
30-44,Male,White,Some college,420278,06
45-64,Female,Asian,College degree,274741,06
45-64,Female,Asian,H.S. or less,254925,06
45-64,Female,Asian,Postgraduate,128680,06
45-64,Female,Asian,Some college,191930,06
45-64,Female,Black,College degree,48901,06
45-64,Female,Black,H.S. or less,83569,06
45-64,Female,Black,Postgraduate,33971,06
45-64,Female,Black,Some college,126346,06
45-64,Female,Hispanic,College degree,129860,06
45-64,Female,Hispanic,H.S. or less,1024842,06
45-64,Female,Hispanic,Postgraduate,66671,06
45-64,Female,Hispanic,Some college,365823,06
45-64,Female,Other,College degree,30670,06
45-64,Female,Other,H.S. or less,34815,06
45-64,Female,Other,Postgraduate,21714,06
45-64,Female,Other,Some college,53665,06
45-64,Female,White,College degree,532067,06
45-64,Female,White,H.S. or less,450756,06
45-64,Female,White,Postgraduate,363917,06
45-64,Female,White,Some college,746181,06
45-64,Male,Asian,College degree,206180,06
45-64,Male,Asian,H.S. or less,193951,06
45-64,Male,Asian,Postgraduate,150345,06
45-64,Male,Asian,Some college,161112,06
45-64,Male,Black,College degree,43654,06
45-64,Male,Black,H.S. or less,104275,06
45-64,Male,Black,Postgraduate,26814,06
45-64,Male,Black,Some college,108302,06
45-64,Male,Hispanic,College degree,117974,06
45-64,Male,Hispanic,H.S. or less,1063547,06
45-64,Male,Hispanic,Postgraduate,55144,06
45-64,Male,Hispanic,Some college,330914,06
45-64,Male,Other,College degree,28480,06
45-64,Male,Other,H.S. or less,38379,06
45-64,Male,Other,Postgraduate,17696,06
45-64,Male,Other,Some college,46998,06
45-64,Male,White,College degree,545424,06
45-64,Male,White,H.S. or less,528870,06
45-64,Male,White,Postgraduate,374404,06
45-64,Male,White,Some college,674250,06
65+,Female,Asian,College degree,128905,06
65+,Female,Asian,H.S. or less,248499,06
65+,Female,Asian,Postgraduate,41501,06
65+,Female,Asian,Some college,96016,06
65+,Female,Black,College degree,21728,06
65+,Female,Black,H.S. or less,66159,06
65+,Female,Black,Postgraduate,16010,06
65+,Female,Black,Some college,64080,06
65+,Female,Hispanic,College degree,29989,06
65+,Female,Hispanic,H.S. or less,484140,06
65+,Female,Hispanic,Postgraduate,18872,06
65+,Female,Hispanic,Some college,111355,06
65+,Female,Other,College degree,10755,06
65+,Female,Other,H.S. or less,26126,06
65+,Female,Other,Postgraduate,8926,06
65+,Female,Other,Some college,23755,06
65+,Female,White,College degree,336807,06
65+,Female,White,H.S. or less,536778,06
65+,Female,White,Postgraduate,256041,06
65+,Female,White,Some college,607372,06
65+,Male,Asian,College degree,105034,06
65+,Male,Asian,H.S. or less,139790,06
65+,Male,Asian,Postgraduate,63074,06
65+,Male,Asian,Some college,78087,06
65+,Male,Black,College degree,15626,06
65+,Male,Black,H.S. or less,45653,06
65+,Male,Black,Postgraduate,13739,06
65+,Male,Black,Some college,48157,06
65+,Male,Hispanic,College degree,32297,06
65+,Male,Hispanic,H.S. or less,349256,06
65+,Male,Hispanic,Postgraduate,21950,06
65+,Male,Hispanic,Some college,93043,06
65+,Male,Other,College degree,10201,06
65+,Male,Other,H.S. or less,16577,06
65+,Male,Other,Postgraduate,8576,06
65+,Male,Other,Some college,18430,06
65+,Male,White,College degree,335492,06
65+,Male,White,H.S. or less,328037,06
65+,Male,White,Postgraduate,332745,06
65+,Male,White,Some college,456141,06
18-29,Female,Asian,College degree,5589,08
18-29,Female,Asian,H.S. or less,4365,08
18-29,Female,Asian,Postgraduate,2557,08
18-29,Female,Asian,Some college,5536,08
18-29,Female,Black,College degree,3107,08
18-29,Female,Black,H.S. or less,8897,08
18-29,Female,Black,Postgraduate,576,08
18-29,Female,Black,Some college,8000,08
18-29,Female,Hispanic,College degree,13525,08
18-29,Female,Hispanic,H.S. or less,57934,08
18-29,Female,Hispanic,Postgraduate,2614,08
18-29,Female,Hispanic,Some college,45005,08
18-29,Female,Other,College degree,4788,08
18-29,Female,Other,H.S. or less,7137,08
18-29,Female,Other,Postgraduate,680,08
18-29,Female,Other,Some college,8744,08
18-29,Female,White,College degree,86672,08
18-29,Female,White,H.S. or less,74035,08
18-29,Female,White,Postgraduate,19063,08
18-29,Female,White,Some college,106823,08
18-29,Male,Asian,College degree,3937,08
18-29,Male,Asian,H.S. or less,4750,08
18-29,Male,Asian,Postgraduate,2080,08
18-29,Male,Asian,Some college,6212,08
18-29,Male,Black,College degree,2608,08
18-29,Male,Black,H.S. or less,13254,08
18-29,Male,Black,Postgraduate,249,08
18-29,Male,Black,Some college,9082,08
18-29,Male,Hispanic,College degree,10910,08
18-29,Male,Hispanic,H.S. or less,74955,08
18-29,Male,Hispanic,Postgraduate,1182,08
18-29,Male,Hispanic,Some college,42605,08
18-29,Male,Other,College degree,3660,08
18-29,Male,Other,H.S. or less,8109,08
18-29,Male,Other,Postgraduate,461,08
18-29,Male,Other,Some college,8934,08
18-29,Male,White,College degree,74800,08
18-29,Male,White,H.S. or less,107600,08
18-29,Male,White,Postgraduate,11649,08
18-29,Male,White,Some college,121741,08
30-44,Female,Asian,College degree,8416,08
30-44,Female,Asian,H.S. or less,5279,08
30-44,Female,Asian,Postgraduate,7461,08
30-44,Female,Asian,Some college,4311,08
30-44,Female,Black,College degree,4122,08
30-44,Female,Black,H.S. or less,7385,08
30-44,Female,Black,Postgraduate,2555,08
30-44,Female,Black,Some college,8046,08
30-44,Female,Hispanic,College degree,18988,08
30-44,Female,Hispanic,H.S. or less,67665,08
30-44,Female,Hispanic,Postgraduate,8324,08
30-44,Female,Hispanic,Some college,36034,08
30-44,Female,Other,College degree,6925,08
30-44,Female,Other,H.S. or less,3432,08
30-44,Female,Other,Postgraduate,4322,08
30-44,Female,Other,Some college,6520,08
30-44,Female,White,College degree,140903,08
30-44,Female,White,H.S. or less,54461,08
30-44,Female,White,Postgraduate,88469,08
30-44,Female,White,Some college,107486,08
30-44,Male,Asian,College degree,7029,08
30-44,Male,Asian,H.S. or less,4717,08
30-44,Male,Asian,Postgraduate,7124,08
30-44,Male,Asian,Some college,3443,08
30-44,Male,Black,College degree,4836,08
30-44,Male,Black,H.S. or less,10578,08
30-44,Male,Black,Postgraduate,2861,08
30-44,Male,Black,Some college,9957,08
30-44,Male,Hispanic,College degree,16029,08
30-44,Male,Hispanic,H.S. or less,86820,08
30-44,Male,Hispanic,Postgraduate,6863,08
30-44,Male,Hispanic,Some college,34142,08
30-44,Male,Other,College degree,5198,08
30-44,Male,Other,H.S. or less,6080,08
30-44,Male,Other,Postgraduate,3085,08
30-44,Male,Other,Some college,7289,08
30-44,Male,White,College degree,137495,08
30-44,Male,White,H.S. or less,91325,08
30-44,Male,White,Postgraduate,66668,08
30-44,Male,White,Some college,123274,08
45-64,Female,Asian,College degree,6007,08
45-64,Female,Asian,H.S. or less,8942,08
45-64,Female,Asian,Postgraduate,4297,08
45-64,Female,Asian,Some college,5289,08
45-64,Female,Black,College degree,4639,08
45-64,Female,Black,H.S. or less,7943,08
45-64,Female,Black,Postgraduate,2943,08
45-64,Female,Black,Some college,8986,08
45-64,Female,Hispanic,College degree,13197,08
45-64,Female,Hispanic,H.S. or less,62817,08
45-64,Female,Hispanic,Postgraduate,7611,08
45-64,Female,Hispanic,Some college,30262,08
45-64,Female,Other,College degree,4147,08
45-64,Female,Other,H.S. or less,4130,08
45-64,Female,Other,Postgraduate,2688,08
45-64,Female,Other,Some college,6595,08
45-64,Female,White,College degree,154803,08
45-64,Female,White,H.S. or less,109765,08
45-64,Female,White,Postgraduate,100085,08
45-64,Female,White,Some college,168223,08
45-64,Male,Asian,College degree,3792,08
45-64,Male,Asian,H.S. or less,6376,08
45-64,Male,Asian,Postgraduate,5362,08
45-64,Male,Asian,Some college,3366,08
45-64,Male,Black,College degree,4390,08
45-64,Male,Black,H.S. or less,9372,08
45-64,Male,Black,Postgraduate,3446,08
45-64,Male,Black,Some college,11053,08
45-64,Male,Hispanic,College degree,11206,08
45-64,Male,Hispanic,H.S. or less,68729,08
45-64,Male,Hispanic,Postgraduate,5810,08
45-64,Male,Hispanic,Some college,27521,08
45-64,Male,Other,College degree,3843,08
45-64,Male,Other,H.S. or less,4537,08
45-64,Male,Other,Postgraduate,2558,08
45-64,Male,Other,Some college,6350,08
45-64,Male,White,College degree,146506,08
45-64,Male,White,H.S. or less,131947,08
45-64,Male,White,Postgraduate,94051,08
45-64,Male,White,Some college,154242,08
65+,Female,Asian,College degree,1722,08
65+,Female,Asian,H.S. or less,6838,08
65+,Female,Asian,Postgraduate,928,08
65+,Female,Asian,Some college,2874,08
65+,Female,Black,College degree,1259,08
65+,Female,Black,H.S. or less,5461,08
65+,Female,Black,Postgraduate,1217,08
65+,Female,Black,Some college,3816,08
65+,Female,Hispanic,College degree,2725,08
65+,Female,Hispanic,H.S. or less,30397,08
65+,Female,Hispanic,Postgraduate,1989,08
65+,Female,Hispanic,Some college,10690,08
65+,Female,Other,College degree,969,08
65+,Female,Other,H.S. or less,3556,08
65+,Female,Other,Postgraduate,718,08
65+,Female,Other,Some college,2492,08
65+,Female,White,College degree,75586,08
65+,Female,White,H.S. or less,112306,08
65+,Female,White,Postgraduate,57918,08
65+,Female,White,Some college,115726,08
65+,Male,Asian,College degree,1607,08
65+,Male,Asian,H.S. or less,2749,08
65+,Male,Asian,Postgraduate,1679,08
65+,Male,Asian,Some college,1147,08
65+,Male,Black,College degree,1736,08
65+,Male,Black,H.S. or less,3013,08
65+,Male,Black,Postgraduate,1351,08
65+,Male,Black,Some college,3995,08
65+,Male,Hispanic,College degree,3126,08
65+,Male,Hispanic,H.S. or less,23011,08
65+,Male,Hispanic,Postgraduate,3114,08
65+,Male,Hispanic,Some college,8492,08
65+,Male,Other,College degree,1066,08
65+,Male,Other,H.S. or less,1948,08
65+,Male,Other,Postgraduate,836,08
65+,Male,Other,Some college,1808,08
65+,Male,White,College degree,77737,08
65+,Male,White,H.S. or less,69485,08
65+,Male,White,Postgraduate,76815,08
65+,Male,White,Some college,84560,08
18-29,Female,Asian,College degree,4957,09
18-29,Female,Asian,H.S. or less,2279,09
18-29,Female,Asian,Postgraduate,3330,09
18-29,Female,Asian,Some college,3934,09
18-29,Female,Black,College degree,5314,09
18-29,Female,Black,H.S. or less,11084,09
18-29,Female,Black,Postgraduate,1496,09
18-29,Female,Black,Some college,15084,09
18-29,Female,Hispanic,College degree,7052,09
18-29,Female,Hispanic,H.S. or less,26252,09
18-29,Female,Hispanic,Postgraduate,1592,09
18-29,Female,Hispanic,Some college,21295,09
18-29,Female,Other,College degree,2629,09
18-29,Female,Other,H.S. or less,3420,09
18-29,Female,Other,Postgraduate,531,09
18-29,Female,Other,Some college,4862,09
18-29,Female,White,College degree,45333,09
18-29,Female,White,H.S. or less,39999,09
18-29,Female,White,Postgraduate,13532,09
18-29,Female,White,Some college,61605,09
18-29,Male,Asian,College degree,5183,09
18-29,Male,Asian,H.S. or less,2973,09
18-29,Male,Asian,Postgraduate,2832,09
18-29,Male,Asian,Some college,4126,09
18-29,Male,Black,College degree,3948,09
18-29,Male,Black,H.S. or less,17467,09
18-29,Male,Black,Postgraduate,484,09
18-29,Male,Black,Some college,13418,09
18-29,Male,Hispanic,College degree,4759,09
18-29,Male,Hispanic,H.S. or less,35359,09
18-29,Male,Hispanic,Postgraduate,1191,09
18-29,Male,Hispanic,Some college,18834,09
18-29,Male,Other,College degree,2222,09
18-29,Male,Other,H.S. or less,4368,09
18-29,Male,Other,Postgraduate,421,09
18-29,Male,Other,Some college,3458,09
18-29,Male,White,College degree,40100,09
18-29,Male,White,H.S. or less,61085,09
18-29,Male,White,Postgraduate,7784,09
18-29,Male,White,Some college,61933,09
30-44,Female,Asian,College degree,7701,09
30-44,Female,Asian,H.S. or less,3257,09
30-44,Female,Asian,Postgraduate,9021,09
30-44,Female,Asian,Some college,2715,09
30-44,Female,Black,College degree,7855,09
30-44,Female,Black,H.S. or less,11599,09
30-44,Female,Black,Postgraduate,4956,09
30-44,Female,Black,Some college,14890,09
30-44,Female,Hispanic,College degree,9074,09
30-44,Female,Hispanic,H.S. or less,33690,09
30-44,Female,Hispanic,Postgraduate,5384,09
30-44,Female,Hispanic,Some college,18822,09
30-44,Female,Other,College degree,2308,09
30-44,Female,Other,H.S. or less,2067,09
30-44,Female,Other,Postgraduate,2017,09
30-44,Female,Other,Some college,2500,09
30-44,Female,White,College degree,59540,09
30-44,Female,White,H.S. or less,31521,09
30-44,Female,White,Postgraduate,55437,09
30-44,Female,White,Some college,43506,09
30-44,Male,Asian,College degree,7825,09
30-44,Male,Asian,H.S. or less,2508,09
30-44,Male,Asian,Postgraduate,8520,09
30-44,Male,Asian,Some college,2330,09
30-44,Male,Black,College degree,5111,09
30-44,Male,Black,H.S. or less,16059,09
30-44,Male,Black,Postgraduate,2855,09
30-44,Male,Black,Some college,10828,09
30-44,Male,Hispanic,College degree,5934,09
30-44,Male,Hispanic,H.S. or less,43276,09
30-44,Male,Hispanic,Postgraduate,3600,09
30-44,Male,Hispanic,Some college,14430,09
30-44,Male,Other,College degree,2277,09
30-44,Male,Other,H.S. or less,2573,09
30-44,Male,Other,Postgraduate,1337,09
30-44,Male,Other,Some college,2649,09
30-44,Male,White,College degree,58531,09
30-44,Male,White,H.S. or less,50324,09
30-44,Male,White,Postgraduate,34949,09
30-44,Male,White,Some college,44913,09
45-64,Female,Asian,College degree,5857,09
45-64,Female,Asian,H.S. or less,6920,09
45-64,Female,Asian,Postgraduate,5463,09
45-64,Female,Asian,Some college,2293,09
45-64,Female,Black,College degree,5898,09
45-64,Female,Black,H.S. or less,22164,09
45-64,Female,Black,Postgraduate,5157,09
45-64,Female,Black,Some college,16122,09
45-64,Female,Hispanic,College degree,7023,09
45-64,Female,Hispanic,H.S. or less,35305,09
45-64,Female,Hispanic,Postgraduate,3980,09
45-64,Female,Hispanic,Some college,14844,09
45-64,Female,Other,College degree,1884,09
45-64,Female,Other,H.S. or less,3228,09
45-64,Female,Other,Postgraduate,1661,09
45-64,Female,Other,Some college,3390,09
45-64,Female,White,College degree,98702,09
45-64,Female,White,H.S. or less,99157,09
45-64,Female,White,Postgraduate,74385,09
45-64,Female,White,Some college,105294,09
45-64,Male,Asian,College degree,4511,09
45-64,Male,Asian,H.S. or less,4976,09
45-64,Male,Asian,Postgraduate,6700,09
45-64,Male,Asian,Some college,1761,09
45-64,Male,Black,College degree,4194,09
45-64,Male,Black,H.S. or less,23405,09
45-64,Male,Black,Postgraduate,3310,09
45-64,Male,Black,Some college,11304,09
45-64,Male,Hispanic,College degree,5055,09
45-64,Male,Hispanic,H.S. or less,36049,09
45-64,Male,Hispanic,Postgraduate,4010,09
45-64,Male,Hispanic,Some college,10796,09
45-64,Male,Other,College degree,1754,09
45-64,Male,Other,H.S. or less,3412,09
45-64,Male,Other,Postgraduate,1112,09
45-64,Male,Other,Some college,2250,09
45-64,Male,White,College degree,84852,09
45-64,Male,White,H.S. or less,121846,09
45-64,Male,White,Postgraduate,67995,09
45-64,Male,White,Some college,85934,09
65+,Female,Asian,College degree,1998,09
65+,Female,Asian,H.S. or less,4127,09
65+,Female,Asian,Postgraduate,1179,09
65+,Female,Asian,Some college,917,09
65+,Female,Black,College degree,1627,09
65+,Female,Black,H.S. or less,15573,09
65+,Female,Black,Postgraduate,1902,09
65+,Female,Black,Some college,5704,09
65+,Female,Hispanic,College degree,1063,09
65+,Female,Hispanic,H.S. or less,16912,09
65+,Female,Hispanic,Postgraduate,1151,09
65+,Female,Hispanic,Some college,2926,09
65+,Female,Other,College degree,360,09
65+,Female,Other,H.S. or less,1451,09
65+,Female,Other,Postgraduate,547,09
65+,Female,Other,Some college,769,09
65+,Female,White,College degree,43691,09
65+,Female,White,H.S. or less,126231,09
65+,Female,White,Postgraduate,47070,09
65+,Female,White,Some college,71651,09
65+,Male,Asian,College degree,1118,09
65+,Male,Asian,H.S. or less,2397,09
65+,Male,Asian,Postgraduate,2103,09
65+,Male,Asian,Some college,960,09
65+,Male,Black,College degree,1127,09
65+,Male,Black,H.S. or less,10776,09
65+,Male,Black,Postgraduate,1424,09
65+,Male,Black,Some college,2929,09
65+,Male,Hispanic,College degree,1233,09
65+,Male,Hispanic,H.S. or less,12364,09
65+,Male,Hispanic,Postgraduate,983,09
65+,Male,Hispanic,Some college,1741,09
65+,Male,Other,College degree,407,09
65+,Male,Other,H.S. or less,1047,09
65+,Male,Other,Postgraduate,505,09
65+,Male,Other,Some college,599,09
65+,Male,White,College degree,43866,09
65+,Male,White,H.S. or less,78800,09
65+,Male,White,Postgraduate,53421,09
65+,Male,White,Some college,50534,09
18-29,Female,Asian,College degree,975,10
18-29,Female,Asian,H.S. or less,533,10
18-29,Female,Asian,Postgraduate,892,10
18-29,Female,Asian,Some college,939,10
18-29,Female,Black,College degree,2187,10
