age_bin,gender_bin,race_bin,educ_bin,count,fips
45-64,Male,White,H.S. or less,410537,26
45-64,Male,White,Postgraduate,118978,26
45-64,Male,White,Some college,341365,26
65+,Female,Asian,College degree,3730,26
65+,Female,Asian,H.S. or less,7606,26
65+,Female,Asian,Postgraduate,2084,26
65+,Female,Asian,Some college,2973,26
65+,Female,Black,College degree,8968,26
65+,Female,Black,H.S. or less,48910,26
65+,Female,Black,Postgraduate,9628,26
65+,Female,Black,Some college,34357,26
65+,Female,Hispanic,College degree,1369,26
65+,Female,Hispanic,H.S. or less,10591,26
65+,Female,Hispanic,Postgraduate,806,26
65+,Female,Hispanic,Some college,3145,26
65+,Female,Other,College degree,2575,26
65+,Female,Other,H.S. or less,10570,26
65+,Female,Other,Postgraduate,2851,26
65+,Female,Other,Some college,4484,26
65+,Female,White,College degree,98198,26
65+,Female,White,H.S. or less,384247,26
65+,Female,White,Postgraduate,79238,26
65+,Female,White,Some college,229714,26
65+,Male,Asian,College degree,2795,26
65+,Male,Asian,H.S. or less,3752,26
65+,Male,Asian,Postgraduate,4379,26
65+,Male,Asian,Some college,2001,26
65+,Male,Black,College degree,5945,26
65+,Male,Black,H.S. or less,38107,26
65+,Male,Black,Postgraduate,5698,26
65+,Male,Black,Some college,19740,26
65+,Male,Hispanic,College degree,948,26
65+,Male,Hispanic,H.S. or less,8400,26
65+,Male,Hispanic,Postgraduate,1525,26
65+,Male,Hispanic,Some college,3337,26
65+,Male,Other,College degree,2073,26
65+,Male,Other,H.S. or less,5364,26
65+,Male,Other,Postgraduate,1976,26
65+,Male,Other,Some college,3933,26
65+,Male,White,College degree,105209,26
65+,Male,White,H.S. or less,260683,26
65+,Male,White,Postgraduate,96842,26
65+,Male,White,Some college,192756,26
18-29,Female,Asian,College degree,7294,27
18-29,Female,Asian,H.S. or less,8179,27
18-29,Female,Asian,Postgraduate,2962,27
18-29,Female,Asian,Some college,9955,27
18-29,Female,Black,College degree,3632,27
18-29,Female,Black,H.S. or less,13348,27
18-29,Female,Black,Postgraduate,1222,27
18-29,Female,Black,Some college,14090,27
18-29,Female,Hispanic,College degree,4056,27
18-29,Female,Hispanic,H.S. or less,13320,27
18-29,Female,Hispanic,Postgraduate,448,27
18-29,Female,Hispanic,Some college,11383,27
18-29,Female,Other,College degree,3625,27
18-29,Female,Other,H.S. or less,10190,27
18-29,Female,Other,Postgraduate,1091,27
18-29,Female,Other,Some college,9900,27
18-29,Female,White,College degree,87728,27
18-29,Female,White,H.S. or less,77035,27
18-29,Female,White,Postgraduate,17146,27
18-29,Female,White,Some college,130555,27
18-29,Male,Asian,College degree,6805,27
18-29,Male,Asian,H.S. or less,9196,27
18-29,Male,Asian,Postgraduate,1878,27
18-29,Male,Asian,Some college,11926,27
18-29,Male,Black,College degree,3550,27
18-29,Male,Black,H.S. or less,15847,27
18-29,Male,Black,Postgraduate,471,27
18-29,Male,Black,Some college,13950,27
18-29,Male,Hispanic,College degree,3339,27
18-29,Male,Hispanic,H.S. or less,17660,27
18-29,Male,Hispanic,Postgraduate,264,27
18-29,Male,Hispanic,Some college,11187,27
18-29,Male,Other,College degree,3266,27
18-29,Male,Other,H.S. or less,11864,27
18-29,Male,Other,Postgraduate,313,27
18-29,Male,Other,Some college,8598,27
18-29,Male,White,College degree,72040,27
18-29,Male,White,H.S. or less,116589,27
18-29,Male,White,Postgraduate,8686,27
18-29,Male,White,Some college,127111,27
30-44,Female,Asian,College degree,11028,27
30-44,Female,Asian,H.S. or less,10646,27
30-44,Female,Asian,Postgraduate,9537,27
30-44,Female,Asian,Some college,8023,27
30-44,Female,Black,College degree,5034,27
30-44,Female,Black,H.S. or less,17310,27
30-44,Female,Black,Postgraduate,2237,27
30-44,Female,Black,Some college,14487,27
30-44,Female,Hispanic,College degree,6255,27
30-44,Female,Hispanic,H.S. or less,18633,27
30-44,Female,Hispanic,Postgraduate,1555,27
30-44,Female,Hispanic,Some college,6634,27
30-44,Female,Other,College degree,3513,27
30-44,Female,Other,H.S. or less,6011,27
30-44,Female,Other,Postgraduate,2297,27
30-44,Female,Other,Some college,8066,27
30-44,Female,White,College degree,136176,27
30-44,Female,White,H.S. or less,57201,27
30-44,Female,White,Postgraduate,78781,27
30-44,Female,White,Some college,138300,27
30-44,Male,Asian,College degree,9837,27
30-44,Male,Asian,H.S. or less,9066,27
30-44,Male,Asian,Postgraduate,9928,27
30-44,Male,Asian,Some college,6725,27
30-44,Male,Black,College degree,7119,27
30-44,Male,Black,H.S. or less,18234,27
30-44,Male,Black,Postgraduate,3680,27
30-44,Male,Black,Some college,14090,27
30-44,Male,Hispanic,College degree,4537,27
30-44,Male,Hispanic,H.S. or less,22336,27
30-44,Male,Hispanic,Postgraduate,2793,27
30-44,Male,Hispanic,Some college,8152,27
30-44,Male,Other,College degree,3503,27
30-44,Male,Other,H.S. or less,6920,27
30-44,Male,Other,Postgraduate,2060,27
30-44,Male,Other,Some college,7590,27
30-44,Male,White,College degree,117257,27
30-44,Male,White,H.S. or less,106583,27
30-44,Male,White,Postgraduate,53442,27
30-44,Male,White,Some college,146260,27
45-64,Female,Asian,College degree,4896,27
45-64,Female,Asian,H.S. or less,11851,27
45-64,Female,Asian,Postgraduate,4040,27
45-64,Female,Asian,Some college,4870,27
45-64,Female,Black,College degree,3098,27
45-64,Female,Black,H.S. or less,13652,27
45-64,Female,Black,Postgraduate,2284,27
45-64,Female,Black,Some college,11266,27
45-64,Female,Hispanic,College degree,2746,27
45-64,Female,Hispanic,H.S. or less,12834,27
45-64,Female,Hispanic,Postgraduate,1953,27
45-64,Female,Hispanic,Some college,6462,27
45-64,Female,Other,College degree,2844,27
45-64,Female,Other,H.S. or less,5788,27
45-64,Female,Other,Postgraduate,1652,27
45-64,Female,Other,Some college,6640,27
45-64,Female,White,College degree,155610,27
45-64,Female,White,H.S. or less,159430,27
45-64,Female,White,Postgraduate,81990,27
45-64,Female,White,Some college,230960,27
45-64,Male,Asian,College degree,3652,27
45-64,Male,Asian,H.S. or less,9696,27
45-64,Male,Asian,Postgraduate,5142,27
45-64,Male,Asian,Some college,4567,27
45-64,Male,Black,College degree,4852,27
45-64,Male,Black,H.S. or less,14828,27
45-64,Male,Black,Postgraduate,3276,27
45-64,Male,Black,Some college,10885,27
45-64,Male,Hispanic,College degree,2742,27
45-64,Male,Hispanic,H.S. or less,14253,27
45-64,Male,Hispanic,Postgraduate,2361,27
45-64,Male,Hispanic,Some college,5018,27
45-64,Male,Other,College degree,1603,27
45-64,Male,Other,H.S. or less,6328,27
45-64,Male,Other,Postgraduate,1446,27
45-64,Male,Other,Some college,5690,27
45-64,Male,White,College degree,143749,27
45-64,Male,White,H.S. or less,196646,27
45-64,Male,White,Postgraduate,73045,27
45-64,Male,White,Some college,208185,27
65+,Female,Asian,College degree,1702,27
65+,Female,Asian,H.S. or less,6124,27
65+,Female,Asian,Postgraduate,785,27
65+,Female,Asian,Some college,793,27
65+,Female,Black,College degree,957,27
65+,Female,Black,H.S. or less,6005,27
65+,Female,Black,Postgraduate,591,27
65+,Female,Black,Some college,2788,27
65+,Female,Hispanic,College degree,278,27
65+,Female,Hispanic,H.S. or less,2880,27
65+,Female,Hispanic,Postgraduate,231,27
65+,Female,Hispanic,Some college,1227,27
65+,Female,Other,College degree,3465,27
65+,Female,Other,H.S. or less,3685,27
65+,Female,Other,Postgraduate,411,27
65+,Female,Other,Some college,2028,27
65+,Female,White,College degree,76028,27
65+,Female,White,H.S. or less,199141,27
65+,Female,White,Postgraduate,40937,27
65+,Female,White,Some college,132349,27
65+,Male,Asian,College degree,993,27
65+,Male,Asian,H.S. or less,3261,27
65+,Male,Asian,Postgraduate,1385,27
65+,Male,Asian,Some college,1110,27
65+,Male,Black,College degree,1601,27
65+,Male,Black,H.S. or less,3696,27
65+,Male,Black,Postgraduate,1251,27
65+,Male,Black,Some college,2255,27
65+,Male,Hispanic,College degree,681,27
65+,Male,Hispanic,H.S. or less,2399,27
65+,Male,Hispanic,Postgraduate,438,27
65+,Male,Hispanic,Some college,1346,27
65+,Male,Other,College degree,1994,27
65+,Male,Other,H.S. or less,2315,27
65+,Male,Other,Postgraduate,460,27
65+,Male,Other,Some college,1510,27
65+,Male,White,College degree,71699,27
65+,Male,White,H.S. or less,142898,27
65+,Male,White,Postgraduate,54722,27
65+,Male,White,Some college,106315,27
18-29,Female,Asian,College degree,993,28
18-29,Female,Asian,H.S. or less,596,28
18-29,Female,Asian,Postgraduate,491,28
18-29,Female,Asian,Some college,688,28
18-29,Female,Black,College degree,8817,28
18-29,Female,Black,H.S. or less,42776,28
18-29,Female,Black,Postgraduate,3613,28
18-29,Female,Black,Some college,52121,28
18-29,Female,Hispanic,College degree,682,28
18-29,Female,Hispanic,H.S. or less,4326,28
18-29,Female,Hispanic,Postgraduate,152,28
18-29,Female,Hispanic,Some college,2792,28
18-29,Female,Other,College degree,561,28
18-29,Female,Other,H.S. or less,1843,28
18-29,Female,Other,Postgraduate,272,28
18-29,Female,Other,Some college,2053,28
18-29,Female,White,College degree,18506,28
18-29,Female,White,H.S. or less,38971,28
18-29,Female,White,Postgraduate,5213,28
18-29,Female,White,Some college,59484,28
18-29,Male,Asian,College degree,685,28
18-29,Male,Asian,H.S. or less,973,28
18-29,Male,Asian,Postgraduate,306,28
18-29,Male,Asian,Some college,1087,28
18-29,Male,Black,College degree,4133,28
18-29,Male,Black,H.S. or less,54903,28
18-29,Male,Black,Postgraduate,1538,28
18-29,Male,Black,Some college,42796,28
18-29,Male,Hispanic,College degree,464,28
18-29,Male,Hispanic,H.S. or less,5988,28
18-29,Male,Hispanic,Postgraduate,129,28
18-29,Male,Hispanic,Some college,3686,28
18-29,Male,Other,College degree,375,28
18-29,Male,Other,H.S. or less,2231,28
18-29,Male,Other,Postgraduate,116,28
18-29,Male,Other,Some college,2708,28
18-29,Male,White,College degree,14807,28
18-29,Male,White,H.S. or less,54405,28
18-29,Male,White,Postgraduate,2778,28
18-29,Male,White,Some college,54816,28
30-44,Female,Asian,College degree,906,28
30-44,Female,Asian,H.S. or less,1405,28
30-44,Female,Asian,Postgraduate,963,28
30-44,Female,Asian,Some college,1517,28
30-44,Female,Black,College degree,15230,28
30-44,Female,Black,H.S. or less,44301,28
30-44,Female,Black,Postgraduate,12180,28
30-44,Female,Black,Some college,46025,28
30-44,Female,Hispanic,College degree,840,28
30-44,Female,Hispanic,H.S. or less,6172,28
30-44,Female,Hispanic,Postgraduate,722,28
30-44,Female,Hispanic,Some college,2263,28
30-44,Female,Other,College degree,750,28
30-44,Female,Other,H.S. or less,1328,28
30-44,Female,Other,Postgraduate,614,28
30-44,Female,Other,Some college,1757,28
30-44,Female,White,College degree,30381,28
30-44,Female,White,H.S. or less,40307,28
30-44,Female,White,Postgraduate,20156,28
30-44,Female,White,Some college,57846,28
30-44,Male,Asian,College degree,880,28
30-44,Male,Asian,H.S. or less,761,28
30-44,Male,Asian,Postgraduate,1136,28
30-44,Male,Asian,Some college,620,28
30-44,Male,Black,College degree,7714,28
30-44,Male,Black,H.S. or less,57617,28
30-44,Male,Black,Postgraduate,3917,28
30-44,Male,Black,Some college,31362,28
30-44,Male,Hispanic,College degree,983,28
30-44,Male,Hispanic,H.S. or less,7198,28
30-44,Male,Hispanic,Postgraduate,819,28
30-44,Male,Hispanic,Some college,3106,28
30-44,Male,Other,College degree,519,28
30-44,Male,Other,H.S. or less,1973,28
30-44,Male,Other,Postgraduate,520,28
30-44,Male,Other,Some college,2120,28
30-44,Male,White,College degree,24218,28
30-44,Male,White,H.S. or less,59755,28
30-44,Male,White,Postgraduate,13030,28
30-44,Male,White,Some college,50702,28
45-64,Female,Asian,College degree,842,28
45-64,Female,Asian,H.S. or less,1783,28
45-64,Female,Asian,Postgraduate,467,28
45-64,Female,Asian,Some college,738,28
45-64,Female,Black,College degree,17019,28
45-64,Female,Black,H.S. or less,68117,28
45-64,Female,Black,Postgraduate,11042,28
45-64,Female,Black,Some college,50192,28
45-64,Female,Hispanic,College degree,848,28
45-64,Female,Hispanic,H.S. or less,3774,28
45-64,Female,Hispanic,Postgraduate,484,28
45-64,Female,Hispanic,Some college,2076,28
45-64,Female,Other,College degree,803,28
45-64,Female,Other,H.S. or less,1692,28
45-64,Female,Other,Postgraduate,435,28
45-64,Female,Other,Some college,2073,28
45-64,Female,White,College degree,41305,28
45-64,Female,White,H.S. or less,84557,28
45-64,Female,White,Postgraduate,25484,28
45-64,Female,White,Some college,79395,28
45-64,Male,Asian,College degree,578,28
45-64,Male,Asian,H.S. or less,1313,28
45-64,Male,Asian,Postgraduate,685,28
45-64,Male,Asian,Some college,498,28
45-64,Male,Black,College degree,8170,28
45-64,Male,Black,H.S. or less,73392,28
45-64,Male,Black,Postgraduate,4614,28
45-64,Male,Black,Some college,32702,28
45-64,Male,Hispanic,College degree,675,28
45-64,Male,Hispanic,H.S. or less,5700,28
45-64,Male,Hispanic,Postgraduate,381,28
45-64,Male,Hispanic,Some college,1717,28
45-64,Male,Other,College degree,452,28
45-64,Male,Other,H.S. or less,1886,28
45-64,Male,Other,Postgraduate,480,28
45-64,Male,Other,Some college,1343,28
45-64,Male,White,College degree,32881,28
45-64,Male,White,H.S. or less,101679,28
45-64,Male,White,Postgraduate,20361,28
45-64,Male,White,Some college,69006,28
65+,Female,Asian,College degree,162,28
65+,Female,Asian,H.S. or less,1521,28
65+,Female,Asian,Postgraduate,70,28
65+,Female,Asian,Some college,405,28
65+,Female,Black,College degree,5526,28
65+,Female,Black,H.S. or less,47284,28
65+,Female,Black,Postgraduate,5889,28
65+,Female,Black,Some college,15790,28
65+,Female,Hispanic,College degree,107,28
65+,Female,Hispanic,H.S. or less,1425,28
65+,Female,Hispanic,Postgraduate,179,28
65+,Female,Hispanic,Some college,615,28
65+,Female,Other,College degree,349,28
65+,Female,Other,H.S. or less,1617,28
65+,Female,Other,Postgraduate,376,28
65+,Female,Other,Some college,731,28
65+,Female,White,College degree,20352,28
65+,Female,White,H.S. or less,96410,28
65+,Female,White,Postgraduate,16198,28
65+,Female,White,Some college,52701,28
65+,Male,Asian,College degree,215,28
65+,Male,Asian,H.S. or less,441,28
65+,Male,Asian,Postgraduate,411,28
65+,Male,Asian,Some college,308,28
65+,Male,Black,College degree,4038,28
65+,Male,Black,H.S. or less,35609,28
65+,Male,Black,Postgraduate,2846,28
65+,Male,Black,Some college,9920,28
65+,Male,Hispanic,College degree,182,28
65+,Male,Hispanic,H.S. or less,1704,28
65+,Male,Hispanic,Postgraduate,100,28
65+,Male,Hispanic,Some college,732,28
65+,Male,Other,College degree,227,28
65+,Male,Other,H.S. or less,1098,28
65+,Male,Other,Postgraduate,164,28
65+,Male,Other,Some college,517,28
65+,Male,White,College degree,23558,28
65+,Male,White,H.S. or less,64778,28
65+,Male,White,Postgraduate,17450,28
65+,Male,White,Some college,42206,28
18-29,Female,Asian,College degree,3932,29
18-29,Female,Asian,H.S. or less,3011,29
18-29,Female,Asian,Postgraduate,2629,29
18-29,Female,Asian,Some college,4069,29
18-29,Female,Black,College degree,7540,29
18-29,Female,Black,H.S. or less,26437,29
18-29,Female,Black,Postgraduate,1367,29
18-29,Female,Black,Some college,31730,29
18-29,Female,Hispanic,College degree,2835,29
18-29,Female,Hispanic,H.S. or less,11793,29
18-29,Female,Hispanic,Postgraduate,759,29
18-29,Female,Hispanic,Some college,10169,29
18-29,Female,Other,College degree,2445,29
18-29,Female,Other,H.S. or less,7114,29
18-29,Female,Other,Postgraduate,858,29
18-29,Female,Other,Some college,8847,29
18-29,Female,White,College degree,75359,29
18-29,Female,White,H.S. or less,114974,29
18-29,Female,White,Postgraduate,17237,29
18-29,Female,White,Some college,152020,29
18-29,Male,Asian,College degree,3978,29
18-29,Male,Asian,H.S. or less,3708,29
18-29,Male,Asian,Postgraduate,2920,29
18-29,Male,Asian,Some college,4906,29
18-29,Male,Black,College degree,5217,29
18-29,Male,Black,H.S. or less,38488,29
18-29,Male,Black,Postgraduate,1061,29
18-29,Male,Black,Some college,23694,29
18-29,Male,Hispanic,College degree,2714,29
18-29,Male,Hispanic,H.S. or less,14772,29
18-29,Male,Hispanic,Postgraduate,528,29
18-29,Male,Hispanic,Some college,9689,29
18-29,Male,Other,College degree,1964,29
18-29,Male,Other,H.S. or less,8970,29
18-29,Male,Other,Postgraduate,620,29
18-29,Male,Other,Some college,7755,29
18-29,Male,White,College degree,55576,29
18-29,Male,White,H.S. or less,161623,29
18-29,Male,White,Postgraduate,11300,29
18-29,Male,White,Some college,141848,29
30-44,Female,Asian,College degree,5287,29
30-44,Female,Asian,H.S. or less,2914,29
30-44,Female,Asian,Postgraduate,6858,29
30-44,Female,Asian,Some college,2742,29
30-44,Female,Black,College degree,10750,29
30-44,Female,Black,H.S. or less,25600,29
30-44,Female,Black,Postgraduate,7284,29
30-44,Female,Black,Some college,28082,29
30-44,Female,Hispanic,College degree,4109,29
30-44,Female,Hispanic,H.S. or less,11659,29
30-44,Female,Hispanic,Postgraduate,3127,29
30-44,Female,Hispanic,Some college,7366,29
30-44,Female,Other,College degree,2900,29
30-44,Female,Other,H.S. or less,4194,29
30-44,Female,Other,Postgraduate,2643,29
30-44,Female,Other,Some college,6069,29
30-44,Female,White,College degree,110813,29
30-44,Female,White,H.S. or less,110821,29
30-44,Female,White,Postgraduate,72114,29
30-44,Female,White,Some college,148408,29
30-44,Male,Asian,College degree,4778,29
30-44,Male,Asian,H.S. or less,1654,29
30-44,Male,Asian,Postgraduate,6958,29
30-44,Male,Asian,Some college,2355,29
30-44,Male,Black,College degree,6725,29
30-44,Male,Black,H.S. or less,31807,29
30-44,Male,Black,Postgraduate,3598,29
30-44,Male,Black,Some college,19732,29
30-44,Male,Hispanic,College degree,3525,29
30-44,Male,Hispanic,H.S. or less,16151,29
30-44,Male,Hispanic,Postgraduate,2356,29
30-44,Male,Hispanic,Some college,8005,29
30-44,Male,Other,College degree,2580,29
30-44,Male,Other,H.S. or less,5489,29
30-44,Male,Other,Postgraduate,2438,29
30-44,Male,Other,Some college,6168,29
30-44,Male,White,College degree,95555,29
30-44,Male,White,H.S. or less,166455,29
30-44,Male,White,Postgraduate,47989,29
30-44,Male,White,Some college,136110,29
45-64,Female,Asian,College degree,3870,29
45-64,Female,Asian,H.S. or less,5601,29
45-64,Female,Asian,Postgraduate,4231,29
45-64,Female,Asian,Some college,2504,29
45-64,Female,Black,College degree,12128,29
45-64,Female,Black,H.S. or less,36298,29
45-64,Female,Black,Postgraduate,7404,29
45-64,Female,Black,Some college,34786,29
45-64,Female,Hispanic,College degree,2754,29
45-64,Female,Hispanic,H.S. or less,11757,29
45-64,Female,Hispanic,Postgraduate,1976,29
45-64,Female,Hispanic,Some college,5590,29
45-64,Female,Other,College degree,2351,29
45-64,Female,Other,H.S. or less,5916,29
45-64,Female,Other,Postgraduate,2013,29
45-64,Female,Other,Some college,6462,29
45-64,Female,White,College degree,129605,29
45-64,Female,White,H.S. or less,245876,29
45-64,Female,White,Postgraduate,79137,29
45-64,Female,White,Some college,210538,29
45-64,Male,Asian,College degree,2719,29
45-64,Male,Asian,H.S. or less,4032,29
45-64,Male,Asian,Postgraduate,5052,29
45-64,Male,Asian,Some college,1880,29
45-64,Male,Black,College degree,7307,29
45-64,Male,Black,H.S. or less,39501,29
45-64,Male,Black,Postgraduate,4652,29
45-64,Male,Black,Some college,24995,29
45-64,Male,Hispanic,College degree,3228,29
45-64,Male,Hispanic,H.S. or less,10618,29
45-64,Male,Hispanic,Postgraduate,1666,29
45-64,Male,Hispanic,Some college,5702,29
45-64,Male,Other,College degree,2506,29
45-64,Male,Other,H.S. or less,6302,29
45-64,Male,Other,Postgraduate,1692,29
45-64,Male,Other,Some college,4984,29
45-64,Male,White,College degree,113421,29
45-64,Male,White,H.S. or less,285350,29
45-64,Male,White,Postgraduate,66447,29
45-64,Male,White,Some college,178103,29
65+,Female,Asian,College degree,1426,29
65+,Female,Asian,H.S. or less,4252,29
65+,Female,Asian,Postgraduate,772,29
65+,Female,Asian,Some college,1283,29
65+,Female,Black,College degree,3770,29
65+,Female,Black,H.S. or less,26882,29
65+,Female,Black,Postgraduate,3740,29
65+,Female,Black,Some college,14634,29
65+,Female,Hispanic,College degree,754,29
65+,Female,Hispanic,H.S. or less,5117,29
65+,Female,Hispanic,Postgraduate,516,29
65+,Female,Hispanic,Some college,1705,29
65+,Female,Other,College degree,1100,29
65+,Female,Other,H.S. or less,4532,29
65+,Female,Other,Postgraduate,590,29
65+,Female,Other,Some college,2782,29
65+,Female,White,College degree,56818,29
65+,Female,White,H.S. or less,265103,29
65+,Female,White,Postgraduate,46096,29
65+,Female,White,Some college,136068,29
65+,Male,Asian,College degree,599,29
65+,Male,Asian,H.S. or less,1486,29
65+,Male,Asian,Postgraduate,1285,29
65+,Male,Asian,Some college,909,29
65+,Male,Black,College degree,2571,29
65+,Male,Black,H.S. or less,18728,29
65+,Male,Black,Postgraduate,2478,29
65+,Male,Black,Some college,8530,29
65+,Male,Hispanic,College degree,641,29
65+,Male,Hispanic,H.S. or less,3691,29
65+,Male,Hispanic,Postgraduate,672,29
65+,Male,Hispanic,Some college,1129,29
65+,Male,Other,College degree,838,29
65+,Male,Other,H.S. or less,2982,29
65+,Male,Other,Postgraduate,686,29
65+,Male,Other,Some college,1889,29
65+,Male,White,College degree,65773,29
65+,Male,White,H.S. or less,177666,29
65+,Male,White,Postgraduate,54734,29
65+,Male,White,Some college,108624,29
18-29,Female,Asian,College degree,161,30
18-29,Female,Asian,H.S. or less,471,30
18-29,Female,Asian,Postgraduate,10,30
18-29,Female,Asian,Some college,485,30
18-29,Female,Black,College degree,230,30
18-29,Female,Black,H.S. or less,171,30
18-29,Female,Black,Some college,178,30
18-29,Female,Hispanic,College degree,513,30
18-29,Female,Hispanic,H.S. or less,1716,30
18-29,Female,Hispanic,Postgraduate,182,30
18-29,Female,Hispanic,Some college,2046,30
18-29,Female,Other,College degree,573,30
18-29,Female,Other,H.S. or less,4527,30
18-29,Female,Other,Postgraduate,135,30
18-29,Female,Other,Some college,3414,30
18-29,Female,White,College degree,14026,30
18-29,Female,White,H.S. or less,21419,30
18-29,Female,White,Postgraduate,2565,30
18-29,Female,White,Some college,27527,30
18-29,Male,Asian,College degree,162,30
18-29,Male,Asian,H.S. or less,178,30
18-29,Male,Asian,Postgraduate,133,30
18-29,Male,Asian,Some college,392,30
18-29,Male,Black,College degree,126,30
18-29,Male,Black,H.S. or less,537,30
18-29,Male,Black,Some college,135,30
18-29,Male,Hispanic,College degree,678,30
18-29,Male,Hispanic,H.S. or less,2272,30
18-29,Male,Hispanic,Some college,1976,30
18-29,Male,Other,College degree,472,30
18-29,Male,Other,H.S. or less,5183,30
18-29,Male,Other,Postgraduate,18,30
18-29,Male,Other,Some college,3392,30
18-29,Male,White,College degree,10571,30
18-29,Male,White,H.S. or less,32538,30
18-29,Male,White,Postgraduate,1354,30
18-29,Male,White,Some college,27459,30
30-44,Female,Asian,College degree,397,30
30-44,Female,Asian,H.S. or less,364,30
30-44,Female,Asian,Postgraduate,504,30
30-44,Female,Asian,Some college,319,30
30-44,Female,Black,College degree,99,30
30-44,Female,Black,H.S. or less,45,30
30-44,Female,Black,Postgraduate,26,30
30-44,Female,Black,Some college,94,30
30-44,Female,Hispanic,College degree,1013,30
30-44,Female,Hispanic,H.S. or less,1737,30
30-44,Female,Hispanic,Postgraduate,291,30
30-44,Female,Hispanic,Some college,1312,30
30-44,Female,Other,College degree,1325,30
30-44,Female,Other,H.S. or less,3358,30
30-44,Female,Other,Postgraduate,618,30
30-44,Female,Other,Some college,3639,30
30-44,Female,White,College degree,22902,30
30-44,Female,White,H.S. or less,18654,30
30-44,Female,White,Postgraduate,11767,30
30-44,Female,White,Some college,26397,30
30-44,Male,Asian,College degree,213,30
30-44,Male,Asian,H.S. or less,426,30
30-44,Male,Asian,Postgraduate,205,30
30-44,Male,Asian,Some college,186,30
30-44,Male,Black,College degree,186,30
30-44,Male,Black,H.S. or less,346,30
30-44,Male,Black,Postgraduate,12,30
30-44,Male,Black,Some college,189,30
30-44,Male,Hispanic,College degree,728,30
30-44,Male,Hispanic,H.S. or less,1846,30
30-44,Male,Hispanic,Postgraduate,215,30
30-44,Male,Hispanic,Some college,1195,30
30-44,Male,Other,College degree,751,30
30-44,Male,Other,H.S. or less,4425,30
30-44,Male,Other,Postgraduate,512,30
30-44,Male,Other,Some college,2958,30
30-44,Male,White,College degree,21221,30
30-44,Male,White,H.S. or less,27385,30
30-44,Male,White,Postgraduate,8844,30
30-44,Male,White,Some college,27173,30
45-64,Female,Asian,College degree,831,30
45-64,Female,Asian,H.S. or less,442,30
45-64,Female,Asian,Postgraduate,172,30
45-64,Female,Asian,Some college,268,30
45-64,Female,Black,College degree,38,30
45-64,Female,Black,H.S. or less,69,30
45-64,Female,Black,Postgraduate,32,30
45-64,Female,Black,Some college,39,30
45-64,Female,Hispanic,College degree,350,30
45-64,Female,Hispanic,H.S. or less,1528,30
45-64,Female,Hispanic,Postgraduate,238,30
45-64,Female,Hispanic,Some college,1487,30
45-64,Female,Other,College degree,1467,30
45-64,Female,Other,H.S. or less,3638,30
45-64,Female,Other,Postgraduate,720,30
45-64,Female,Other,Some college,3977,30
45-64,Female,White,College degree,27863,30
45-64,Female,White,H.S. or less,37819,30
45-64,Female,White,Postgraduate,12802,30
45-64,Female,White,Some college,44284,30
45-64,Male,Asian,College degree,113,30
45-64,Male,Asian,H.S. or less,118,30
45-64,Male,Asian,Postgraduate,37,30
45-64,Male,Asian,Some college,11,30
45-64,Male,Black,College degree,94,30
45-64,Male,Black,H.S. or less,365,30
45-64,Male,Black,Postgraduate,7,30
45-64,Male,Black,Some college,105,30
45-64,Male,Hispanic,College degree,239,30
45-64,Male,Hispanic,H.S. or less,1812,30
45-64,Male,Hispanic,Postgraduate,227,30
45-64,Male,Hispanic,Some college,813,30
45-64,Male,Other,College degree,971,30
45-64,Male,Other,H.S. or less,4665,30
45-64,Male,Other,Postgraduate,248,30
45-64,Male,Other,Some college,3321,30
45-64,Male,White,College degree,23754,30
45-64,Male,White,H.S. or less,45532,30
45-64,Male,White,Postgraduate,12209,30
45-64,Male,White,Some college,39466,30
65+,Female,Asian,College degree,138,30
65+,Female,Asian,H.S. or less,470,30
65+,Female,Asian,Postgraduate,46,30
65+,Female,Asian,Some college,202,30
65+,Female,Black,College degree,83,30
65+,Female,Black,H.S. or less,192,30
65+,Female,Black,Some college,90,30
65+,Female,Hispanic,College degree,141,30
65+,Female,Hispanic,H.S. or less,769,30
65+,Female,Hispanic,Postgraduate,62,30
65+,Female,Hispanic,Some college,581,30
65+,Female,Other,College degree,659,30
65+,Female,Other,H.S. or less,1873,30
65+,Female,Other,Postgraduate,538,30
65+,Female,Other,Some college,1707,30
65+,Female,White,College degree,17249,30
65+,Female,White,H.S. or less,38795,30
65+,Female,White,Postgraduate,9837,30
65+,Female,White,Some college,30477,30
65+,Male,Asian,College degree,64,30
65+,Male,Asian,H.S. or less,51,30
65+,Male,Asian,Postgraduate,234,30
65+,Male,Asian,Some college,82,30
65+,Male,Black,H.S. or less,35,30
65+,Male,Black,Some college,67,30
65+,Male,Hispanic,College degree,277,30
65+,Male,Hispanic,H.S. or less,604,30
65+,Male,Hispanic,Postgraduate,157,30
65+,Male,Hispanic,Some college,346,30
65+,Male,Other,College degree,527,30
65+,Male,Other,H.S. or less,1682,30
65+,Male,Other,Postgraduate,323,30
65+,Male,Other,Some college,1118,30
65+,Male,White,College degree,17633,30
65+,Male,White,H.S. or less,33407,30
65+,Male,White,Postgraduate,12621,30
65+,Male,White,Some college,26047,30
18-29,Female,Asian,College degree,1882,31
18-29,Female,Asian,H.S. or less,2011,31
18-29,Female,Asian,Postgraduate,505,31
